,start_page,end_page,guid,pages,ship_name,hull_number,country,base_port,ship_class,ship_type,ship_role,displacement_full_load_tons,length_metres,beam_metres,draught_metres,hull_form,hull_shape,bow_shape,speed_knots,complement_total_personnel,superstructure_layout,distinct_superstructure_blocks_number,funnel_arrangement,funnels_total,funnel_shape,spacing_between_funnels,smokestacks_total,main_machinery,main_gun,main_gun_caliber_inches,main_gun_turrets_total,torpedo_tubes_visible_number,length_to_beam_ratio,approximate_size_category,mast_configuration,freeboard_height,radar_configuration,radar_airsearch,radar_surfacesearch,radar_firecontrol,sonar,gunmounts_position,gunmounts_number,gunmounts_size,missile_launchers,CIWS,CIWS_positions,flight_deck,hangar,hangar_capacity,helicopter_platform,helicopter_capacity,builder,launch_year,commission_year,CIWS_count,CIWS_type
2406,979,986,95169e31-fd91-48d0-b58d-a20eed63fc6d,979-986,Sirius,LG 22,Venezuela,,Polaris (PBF),Patrol Boat,Drug Interdiction,5.0,8.5,2.6,0.8,Monohull,Sleek,Raked,50.0,,Minimal,1,Underwater exhaust,0.0,,,0.0,1 diesel outdrive,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Cooper Marine,,1992.0,,
2407,979,986,95169e31-fd91-48d0-b58d-a20eed63fc6d,979-986,Rigel,LG 23,Venezuela,,Polaris (PBF),Patrol Boat,Drug Interdiction,5.0,8.5,2.6,0.8,Monohull,Sleek,Raked,50.0,,Minimal,1,Underwater exhaust,0.0,,,0.0,1 diesel outdrive,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Cooper Marine,,1992.0,,
2408,979,986,95169e31-fd91-48d0-b58d-a20eed63fc6d,979-986,Aldebaran,LG 24,Venezuela,,Polaris (PBF),Patrol Boat,Drug Interdiction,5.0,8.5,2.6,0.8,Monohull,Sleek,Raked,50.0,,Minimal,1,Underwater exhaust,0.0,,,0.0,1 diesel outdrive,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Cooper Marine,,1992.0,,
2409,979,986,95169e31-fd91-48d0-b58d-a20eed63fc6d,979-986,Antares,LG 25,Venezuela,,Polaris (PBF),Patrol Boat,Drug Interdiction,5.0,8.5,2.6,0.8,Monohull,Sleek,Raked,50.0,,Minimal,1,Underwater exhaust,0.0,,,0.0,1 diesel outdrive,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Cooper Marine,,1992.0,,
2410,979,986,95169e31-fd91-48d0-b58d-a20eed63fc6d,979-986,Canopus,LG 26,Venezuela,,Polaris (PBF),Patrol Boat,Drug Interdiction,5.0,8.5,2.6,0.8,Monohull,Sleek,Raked,50.0,,Minimal,1,Underwater exhaust,0.0,,,0.0,1 diesel outdrive,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Cooper Marine,,1992.0,,
2411,979,986,95169e31-fd91-48d0-b58d-a20eed63fc6d,979-986,Altair,LG 27,Venezuela,,Polaris (PBF),Patrol Boat,Drug Interdiction,5.0,8.5,2.6,0.8,Monohull,Sleek,Raked,50.0,,Minimal,1,Underwater exhaust,0.0,,,0.0,1 diesel outdrive,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Cooper Marine,,1992.0,,
2412,979,986,c1bd278d-69e2-448f-9f2c-03bc49828c5c,979-986,(Dianca Patrol Craft),,Venezuela,,Dianca Patrol Craft (PB),Patrol Boat,Patrol,,23.0,5.0,2.1,Monohull,Sleek,Raked,32.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,(To be announced),(To be announced),,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,,To be announced,To be announced,,,,,,,,,n,n,0.0,n,0.0,DIANCA,,2004.0,,
2413,979,986,2bdd8678-39af-4e26-a819-bd85ab10a254,979-986,"Constancia, Perseverancia, Honestidad, Tenacidad, Integridad, Lealtad, (+12)",LEG 001,Venezuela,,Inshore Patrol Boats (PBR),Patrol Boat,Patrol,7.0,12.0,2.8,1.7,Monohull,Sleek,Raked,36.0,4.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Local shipyard,1991.0,1991.0,,
2413,979,986,2bdd8678-39af-4e26-a819-bd85ab10a254,979-986,"Constancia, Perseverancia, Honestidad, Tenacidad, Integridad, Lealtad, (+12)", LEG 002,Venezuela,,Inshore Patrol Boats (PBR),Patrol Boat,Patrol,7.0,12.0,2.8,1.7,Monohull,Sleek,Raked,36.0,4.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Local shipyard,1991.0,1991.0,,
2413,979,986,2bdd8678-39af-4e26-a819-bd85ab10a254,979-986,"Constancia, Perseverancia, Honestidad, Tenacidad, Integridad, Lealtad, (+12)", LEG 003,Venezuela,,Inshore Patrol Boats (PBR),Patrol Boat,Patrol,7.0,12.0,2.8,1.7,Monohull,Sleek,Raked,36.0,4.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Local shipyard,1991.0,1991.0,,
2413,979,986,2bdd8678-39af-4e26-a819-bd85ab10a254,979-986,"Constancia, Perseverancia, Honestidad, Tenacidad, Integridad, Lealtad, (+12)", LEG 004,Venezuela,,Inshore Patrol Boats (PBR),Patrol Boat,Patrol,7.0,12.0,2.8,1.7,Monohull,Sleek,Raked,36.0,4.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Local shipyard,1991.0,1991.0,,
2413,979,986,2bdd8678-39af-4e26-a819-bd85ab10a254,979-986,"Constancia, Perseverancia, Honestidad, Tenacidad, Integridad, Lealtad, (+12)", LEG 005,Venezuela,,Inshore Patrol Boats (PBR),Patrol Boat,Patrol,7.0,12.0,2.8,1.7,Monohull,Sleek,Raked,36.0,4.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Local shipyard,1991.0,1991.0,,
2413,979,986,2bdd8678-39af-4e26-a819-bd85ab10a254,979-986,"Constancia, Perseverancia, Honestidad, Tenacidad, Integridad, Lealtad, (+12)", LEG 006,Venezuela,,Inshore Patrol Boats (PBR),Patrol Boat,Patrol,7.0,12.0,2.8,1.7,Monohull,Sleek,Raked,36.0,4.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Local shipyard,1991.0,1991.0,,
2414,979,986,2f9aa22c-0ce3-4bd4-85e3-e45730ec7446,979-986,Punta Macolla,LSM 001,Venezuela,,Punta Macolla (PB),Patrol Boat,"Survey, Search and Rescue",5.0,12.7,2.8,2.0,Monohull,Sleek,Raked,30.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Intermarine,1987.0,1987.0,,
2415,979,986,2f9aa22c-0ce3-4bd4-85e3-e45730ec7446,979-986,Farallon Centinela,LSM 002,Venezuela,,Punta Macolla (PB),Patrol Boat,"Survey, Search and Rescue",5.0,12.7,2.8,2.0,Monohull,Sleek,Raked,30.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Intermarine,1987.0,1987.0,,
2416,979,986,2f9aa22c-0ce3-4bd4-85e3-e45730ec7446,979-986,Charagato,LSM 003,Venezuela,,Punta Macolla (PB),Patrol Boat,"Survey, Search and Rescue",5.0,12.7,2.8,2.0,Monohull,Sleek,Raked,30.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Intermarine,1987.0,1987.0,,
2417,979,986,2f9aa22c-0ce3-4bd4-85e3-e45730ec7446,979-986,Bajo Seco,LSM 004,Venezuela,,Punta Macolla (PB),Patrol Boat,"Survey, Search and Rescue",5.0,12.7,2.8,2.0,Monohull,Sleek,Raked,30.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Intermarine,1987.0,1987.0,,
2418,979,986,2f9aa22c-0ce3-4bd4-85e3-e45730ec7446,979-986,Bajo Araya,LSM 005,Venezuela,,Punta Macolla (PB),Patrol Boat,"Survey, Search and Rescue",5.0,12.7,2.8,2.0,Monohull,Sleek,Raked,30.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Intermarine,1987.0,1987.0,,
2419,979,986,2f9aa22c-0ce3-4bd4-85e3-e45730ec7446,979-986,Carecare,LSM 006,Venezuela,,Punta Macolla (PB),Patrol Boat,"Survey, Search and Rescue",5.0,12.7,2.8,2.0,Monohull,Sleek,Raked,30.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Intermarine,1987.0,1987.0,,
2420,979,986,2f9aa22c-0ce3-4bd4-85e3-e45730ec7446,979-986,Yela de Cobo,LSM 007,Venezuela,,Punta Macolla (PB),Patrol Boat,"Survey, Search and Rescue",5.0,12.7,2.8,2.0,Monohull,Sleek,Raked,30.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Intermarine,1987.0,1987.0,,
2421,979,986,2f9aa22c-0ce3-4bd4-85e3-e45730ec7446,979-986,Cabo Macareo,LSM 008,Venezuela,,Punta Macolla (PB),Patrol Boat,"Survey, Search and Rescue",5.0,12.7,2.8,2.0,Monohull,Sleek,Raked,30.0,10.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels,1x 12.7 mm MG,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,Raytheon; I-band,,,Amidships,1.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,Intermarine,1987.0,1987.0,,
2422,979,986,d176e106-bb75-495e-8a7d-6bc5d195a9e9,979-986,Fernando Gomez,RP 21 (ex-R 13),Venezuela,,Support Ship (AKSL),Support Ship,"Logistics, Patrol",245.0,30.5,7.9,2.9,Monohull,Bulky,Bluff,10.0,12.0,Single continuous,1,Single compact,1.0,Tall/stack,Integrated,1.0,2 diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),,Navigation: Raytheon; I-band,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,"Commercial Iron Works, Portland",1946.0,1946.0,,
2423,979,986,f8689841-9415-4f29-a6d0-a38c639becdd,979-986,Chichiriviche,LG 31,Venezuela,,Protector 3612 (PB),Patrol Boat,Patrol,,11.6,4.0,0.5,Monohull,Sleek,Raked,,,Minimal,1,Underwater exhaust,0.0,,,0.0,(Not specified),(Not specified),,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,,,,,,,n,n,0.0,n,0.0,"SeaArk Marine, Monticello",,1994.0,,
2424,979,986,f8689841-9415-4f29-a6d0-a38c639becdd,979-986,Caruana,LG 32,Venezuela,,Protector 3612 (PB),Patrol Boat,Patrol,,11.6,4.0,0.5,Monohull,Sleek,Raked,,,Minimal,1,Underwater exhaust,0.0,,,0.0,(Not specified),(Not specified),,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,,,,,,,n,n,0.0,n,0.0,"SeaArk Marine, Monticello",,1994.0,,
2425,979,986,4c417eb6-b968-43da-80d8-abfa6a5abd94,979-986,Curiapo,LC 21,Venezuela,,River Transport Craft (LCM),Landing Craft,Transport,115.0,22.5,6.4,1.6,Monohull,Beamish,Bluff,5.0,5.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 Detroit diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,,,,,
2426,979,986,4c417eb6-b968-43da-80d8-abfa6a5abd94,979-986,Yopito,LC 01,Venezuela,,River Transport Craft (LCM),Landing Craft,Transport,115.0,22.5,6.4,1.6,Monohull,Beamish,Bluff,5.0,5.0,Minimal,1,Underwater exhaust,0.0,,,0.0,2 Detroit diesels,2x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Very Low,None/Minimal,,,,,Multiple positions,2.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,,,,,
2427,979,986,c3e8ff74-e4a9-471c-bacf-ede0533ee1c4,979-986,(Damen Stan Patrol 2606),,Venezuela,,Damen Stan Patrol 2606 (PB),Patrol Boat,Patrol,,26.5,5.9,2.1,Monohull,Sleek,Axe bow,25.0,,Minimal,1,Underwater exhaust,0.0,,,0.0,2 diesels; 2 cp props,3x 12.7 mm MGs,0.5,0.0,0.0,Balanced,Very Small (<500 tons),nan,Low,Simple arrays (1-2 basic radars),,,,,Multiple positions,3.0,Small (<30mm - CIWS small caliber),,,,n,n,0.0,n,0.0,"UCOCAR, Puerto Cabello",2008.0,,,
2428,986,992,7db6b5ec-bb00-4636-802b-a63bf381048c,986-992,(Yugo Class),,Vietnam,,Yugo (SSW),Midget Submarine,Diver Delivery,110.0,20.0,3.1,4.6,Monohull,Fine,Fine,12.0,11.0,,1,,0.0,,,0.0,2 diesels,,,0.0,2.0,Balanced,Very Small (<500 tons),Periscopes,Very Low,None/Minimal,,,,,,0.0,,,,,n,n,0.0,n,0.0,North Korea,,1997.0,,
2429,986,992,094deab2-3909-4e8e-a56e-a03033447743,986-992,(Gepard Class),,Vietnam,,Gepard (Project 11661) (FFGM),Frigate,Guided Missile Frigate,2100.0,102.2,13.1,5.3,Monohull,Sleek,Bulbous,26.0,103.0,Stealthy/angular,1,Integrated,1.0,Angled,Integrated,1.0,"CODOG; 2 gas turbines, 1 diesel",1 AK-176 76mm,3.0,1.0,4.0,Balanced,"Small (500-2,000 tons)",Enclosed,Medium,Simple arrays (1-2 basic radars),Cross Dome; E/F-band,,"Bass Tilt; H/I-band (guns), Drop Group; F/H-band (SAM)","Ox Yoke; hull-mounted, Ox Tail; VDS",Forward,1.0,Large (76mm-127mm),"SS-N-25 SSM, SAM-14 SAM",2 AK-630,Amidships,y,y,1.0,y,1.0,Zelenodolsk Shipyard,2008.0,2010.0,2,AK-630
2430,986,992,f1da8de2-744d-41ce-8844-d4bff579f321,986-992,HQ-09,HQ-09,Vietnam,,Petya (FFL),Frigate,Anti-Submarine,1180.0,81.8,9.1,2.9,Monohull,Sleek,Fine,32.0,88.0,Cluttered/asymmetric,Multiple,Twin fore-aft,2.0,Raked,Fore-aft separated,2.0,"CODAG; 2 gas turbines, 1 diesel",4 76mm AK-726 (2 twin),3.0,2.0,3.0,Balanced,"Small (500-2,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Strut Curve; F-band,,Hawk Screech; H/I-band,Herkules MG-311; hull-mounted,Forward,2.0,Large (76mm-127mm),,,,n,n,0.0,n,0.0,Khabarovsk,,1978.0,,
2431,986,992,f1da8de2-744d-41ce-8844-d4bff579f321,986-992,HQ-11,HQ-11,Vietnam,,Petya (FFL),Frigate,Anti-Submarine,1180.0,81.8,9.1,2.9,Monohull,Sleek,Fine,32.0,88.0,Cluttered/asymmetric,Multiple,Twin fore-aft,2.0,Raked,Fore-aft separated,2.0,"CODAG; 2 gas turbines, 1 diesel",4 76mm AK-726 (2 twin),3.0,2.0,3.0,Balanced,"Small (500-2,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Strut Curve; F-band,,Hawk Screech; H/I-band,Herkules MG-311; hull-mounted,Forward,2.0,Large (76mm-127mm),,,,n,n,0.0,n,0.0,Khabarovsk,,1978.0,,
2432,986,992,f1da8de2-744d-41ce-8844-d4bff579f321,986-992,HQ-13,HQ-13,Vietnam,,Petya (FFL),Frigate,Anti-Submarine,1180.0,81.8,9.1,2.9,Monohull,Sleek,Fine,32.0,88.0,Cluttered/asymmetric,Multiple,Twin fore-aft,2.0,Raked,Fore-aft separated,2.0,"CODAG; 2 gas turbines, 1 diesel",4 76mm AK-726 (2 twin),3.0,2.0,3.0,Balanced,"Small (500-2,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Strut Curve; F-band,,Hawk Screech; H/I-band,Herkules MG-311; hull-mounted,Forward,2.0,Large (76mm-127mm),,,,n,n,0.0,n,0.0,Khabarovsk,,1978.0,,
2433,986,992,f1da8de2-744d-41ce-8844-d4bff579f321,986-992,HQ-15,HQ-15,Vietnam,,Petya (FFL),Frigate,Anti-Submarine,1180.0,81.8,9.1,2.9,Monohull,Sleek,Fine,32.0,88.0,Cluttered/asymmetric,Multiple,Twin fore-aft,2.0,Raked,Fore-aft separated,2.0,"CODAG; 2 gas turbines, 1 diesel",4 76mm AK-726 (2 twin),3.0,2.0,3.0,Balanced,"Small (500-2,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Strut Curve; F-band,,Hawk Screech; H/I-band,Herkules MG-311; hull-mounted,Forward,2.0,Large (76mm-127mm),,,,n,n,0.0,n,0.0,Khabarovsk,,1978.0,,
2434,986,992,f1da8de2-744d-41ce-8844-d4bff579f321,986-992,HQ-17,HQ-17,Vietnam,,Petya (FFL),Frigate,Anti-Submarine,1180.0,81.8,9.1,2.9,Monohull,Sleek,Fine,32.0,88.0,Cluttered/asymmetric,Multiple,Twin fore-aft,2.0,Raked,Fore-aft separated,2.0,"CODAG; 2 gas turbines, 1 diesel",4 76mm AK-726 (2 twin),3.0,2.0,3.0,Balanced,"Small (500-2,000 tons)",Two,Medium,Simple arrays (1-2 basic radars),Strut Curve; F-band,,Hawk Screech; H/I-band,Herkules MG-311; hull-mounted,Forward,2.0,Large (76mm-127mm),,,,n,n,0.0,n,0.0,Khabarovsk,,1978.0,,
2435,986,992,128e3fb8-28e9-43df-94ed-22b45f5c7ba6,986-992,HQ-381,HQ-381,Vietnam,,BPS-500 (Project 12418) (FSGM),Corvette,Guided Missile Corvette,517.0,62.0,11.0,2.5,Monohull,Sleek,Bulbous,32.0,28.0,Stealthy/angular,1,Integrated,1.0,Angled,Integrated,1.0,2 MTU diesels; 2 waterjets,1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Enclosed,Low,Simple arrays (1-2 basic radars),Cross Dome; E/F-band,,Bass Tilt; H/I-band,,Forward,1.0,Large (76mm-127mm),SS-N-25 SSM,,,n,n,0.0,n,0.0,"Ba Son Shipyard, Ho Chi Minh City",1996.0,2001.0,,
2436,986,992,128e3fb8-28e9-43df-94ed-22b45f5c7ba6,986-992,HQ-382,HQ-382,Vietnam,,BPS-500 (Project 12418) (FSGM),Corvette,Guided Missile Corvette,517.0,62.0,11.0,2.5,Monohull,Sleek,Bulbous,32.0,28.0,Stealthy/angular,1,Integrated,1.0,Angled,Integrated,1.0,2 MTU diesels; 2 waterjets,1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Enclosed,Low,Simple arrays (1-2 basic radars),Cross Dome; E/F-band,,Bass Tilt; H/I-band,,Forward,1.0,Large (76mm-127mm),SS-N-25 SSM,,,n,n,0.0,n,0.0,"Ba Son Shipyard, Ho Chi Minh City",1996.0,2001.0,,
2437,986,992,cb2cfe20-f206-4ce7-acf3-0f2d36a97309,986-992,HQ-371,HQ-371,Vietnam,Da Nang,Tarantul (Project 1241RE) (FSGM),Fast Attack Craft,Guided Missile Attack,450.0,56.1,11.5,2.5,Monohull,Sleek,Raked,32.0,41.0,Cluttered/asymmetric,Multiple,Twin side-by-side,2.0,Raked,Close,2.0,"4 gas turbines (2 cruise, 2 boost)",1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),Plank Shave; E-band,,Bass Tilt; H/I-band,Colt Tail; active; high frequency,Forward,1.0,Large (76mm-127mm),"SS-N-2C Styx SSM, SA-N-5 SAM",,,n,n,0.0,n,0.0,,,1996.0,,
2438,986,992,cb2cfe20-f206-4ce7-acf3-0f2d36a97309,986-992,HQ-372,HQ-372,Vietnam,Da Nang,Tarantul (Project 1241RE) (FSGM),Fast Attack Craft,Guided Missile Attack,450.0,56.1,11.5,2.5,Monohull,Sleek,Raked,32.0,41.0,Cluttered/asymmetric,Multiple,Twin side-by-side,2.0,Raked,Close,2.0,"4 gas turbines (2 cruise, 2 boost)",1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),Plank Shave; E-band,,Bass Tilt; H/I-band,Colt Tail; active; high frequency,Forward,1.0,Large (76mm-127mm),"SS-N-2C Styx SSM, SA-N-5 SAM",,,n,n,0.0,n,0.0,,,1996.0,,
2439,986,992,cb2cfe20-f206-4ce7-acf3-0f2d36a97309,986-992,HQ-374,HQ-374,Vietnam,Da Nang,Tarantul (Project 1241RE) (FSGM),Fast Attack Craft,Guided Missile Attack,450.0,56.1,11.5,2.5,Monohull,Sleek,Raked,32.0,41.0,Cluttered/asymmetric,Multiple,Twin side-by-side,2.0,Raked,Close,2.0,"4 gas turbines (2 cruise, 2 boost)",1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),Plank Shave; E-band,,Bass Tilt; H/I-band,Colt Tail; active; high frequency,Forward,1.0,Large (76mm-127mm),"SS-N-2C Styx SSM, SA-N-5 SAM",,,n,n,0.0,n,0.0,,,1996.0,,
2440,986,992,cb2cfe20-f206-4ce7-acf3-0f2d36a97309,986-992,HQ-378,HQ-378,Vietnam,Da Nang,Tarantul (Project 1241RE) (FSGM),Fast Attack Craft,Guided Missile Attack,450.0,56.1,11.5,2.5,Monohull,Sleek,Raked,32.0,41.0,Cluttered/asymmetric,Multiple,Twin side-by-side,2.0,Raked,Close,2.0,"4 gas turbines (2 cruise, 2 boost)",1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),Plank Shave; E-band,,Bass Tilt; H/I-band,Colt Tail; active; high frequency,Forward,1.0,Large (76mm-127mm),"SS-N-2C Styx SSM, SA-N-5 SAM",,,n,n,0.0,n,0.0,,,1996.0,,
2441,986,992,24a673f2-0eac-4676-97a4-26d1ea90e53d,986-992,HQ-375,HQ-375,Vietnam,,Tarantul V (Project 1241.8) (FSGM),Fast Attack Craft,Guided Missile Attack,450.0,56.1,11.5,2.5,Monohull,Sleek,Raked,32.0,41.0,Cluttered/asymmetric,Multiple,Twin side-by-side,2.0,Raked,Close,2.0,"4 gas turbines (2 cruise, 2 boost)",1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),Positive-ME; I-band,Plank Shave; E/F-band,Bass Tilt; H/I-band,,Forward,1.0,Large (76mm-127mm),"SS-N-25 SSM, SA-N-5 SAM",,,n,n,0.0,n,0.0,"Vympel Shipyard, Rybinsk",,2007.0,,
2442,986,992,24a673f2-0eac-4676-97a4-26d1ea90e53d,986-992,HQ-376,HQ-376,Vietnam,,Tarantul V (Project 1241.8) (FSGM),Fast Attack Craft,Guided Missile Attack,450.0,56.1,11.5,2.5,Monohull,Sleek,Raked,32.0,41.0,Cluttered/asymmetric,Multiple,Twin side-by-side,2.0,Raked,Close,2.0,"4 gas turbines (2 cruise, 2 boost)",1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),Positive-ME; I-band,Plank Shave; E/F-band,Bass Tilt; H/I-band,,Forward,1.0,Large (76mm-127mm),"SS-N-25 SSM, SA-N-5 SAM",,,n,n,0.0,n,0.0,"Vympel Shipyard, Rybinsk",,2007.0,,
2443,986,992,e91f5ad3-0107-4df4-867f-5e9875034718,986-992,HQ-261,HQ-261,Vietnam,,Svetlyak (Project 1041.2) (PGM),Patrol Craft,Patrol,355.0,49.5,9.2,2.4,Monohull,Sleek,Raked,30.0,24.0,Single continuous,1,Single compact,1.0,Raked,Integrated,1.0,3 diesels,1 AK-176 76mm,3.0,1.0,0.0,Balanced,Very Small (<500 tons),Single foremast,Low,Simple arrays (1-2 basic radars),Pozitive-E; E-band,,Bass Tilt; H/I-band,,Forward,1.0,Large (76mm-127mm),SA-N-10 SAM,,,n,n,0.0,n,0.0,"Almaz, St Petersburg",2002.0,2002.0,,
